AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
PG0832+251,5426,NGC2611,3,"('128.899583333', '24.9947222222')","(128.87154, 25.0275)",0.852136006,0.76480503,153.0237856,113.1940988,55.31260894,x,5425.1,5256,-170,76.4105091,x,23.4,8.9,67.7,50,87.8,0,x,x,x,SB:(rs)a,SB:(rs)a,0.017532,,,?,FALSE,FALSE,5426,"5390, 5552",511pm8,2.62E14 pm 1.49E13,52.3pm 3.5,Lya,"center is 5471, DLA : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG0832+251,6980,KUG0833+252,1,"('128.899583333', '24.9947222222')","(129.03088, 25.11269)",0.041038958,0.007323711,164.562778,132.5745074,293.7726057,x,7133.8,6964,-16,100.4755207,x,26,13,60,170,55.2,0,x,x,x,Spiral,Spiral,0.023229,,,?,TRUE,FALSE,6980,"6896, 7058",133pm14,2.78E13 pm 3.14E12,58.7pm 2.0,Lya,center is 6977 : ONLY 1 GALAXY
PG0832+251,7201,KUG0833+252,1,"('128.899583333', '24.9947222222')","(129.03088, 25.11269)",0.010142117,0.001809937,164.562778,132.5745074,293.7726057,x,7133.8,6964,-237,100.4755207,x,26,13,60,170,55.2,0,x,x,x,Spiral,Spiral,0.023229,,,?,TRUE,FALSE,7201,"7160, 7254",48pm10,9.58E12 pm 2.19E12,32.1pm 3.1,Lya,center is 7207 : ONLY 1 GALAXY
PG0832+251,7719,x,0,"('128.89958', '24.99472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,7719,"7658, 7750",62pm10,1.26E13 pm 2.21E12,35.4pm 2.0,Lya,center is 7704 : NO GALAXIES
PG0832+251,7921,x,0,"('128.89958', '24.99472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,7921,"7850, 7958",70pm11,1.43E13 pm 2.39E12,38.4pm 2.1,Lya,center is 7904 : NO GALAXIES
PG0832+251,8335,x,0,"('128.89958', '24.99472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,8335,"8292, 8350",54pm8,1.15E13 pm 1.81E12,20.8pm 4.1,Lya,center is 8321 : NO GALAXIES
PG0832+251,8421,x,0,"('128.89958', '24.99472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,8421,"8350, 8494",320pm9,1.08E14 pm 5.46E12,40.4pm 2.6,Lya,center is 8422 : NO GALAXIES
PG1001+054,640,UGC05373,6,"('151.08375', '5.21694444444')","(150.00042, 5.33222)",0.01508563,1.92E-62,27.06075969,2.618969263,30.90159432,x,539.4,300,-340,1.632,x,1.9,1.3,46.4,110,13.9,SextansB,.IBS9..,46.2,110,ImIV-V,ImIV-V,0.001002,,,?,TRUE,FALSE,640,"611, 669",38pm15,7.85E12 pm 3.33E12,20.2pm 3.7,Lya,"center is 640, very weak : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1001+054,1306,SDSSJ100724.06+051931.1,4,"('151.08375', '5.21694444444')","(151.85025, 5.32531)",2.09E-40,0,37.08631355,5.196152423,350.1899877,x,1847.9,1603,297,26.02682104,x,3,2.1,47.2,81,0.9,0,x,x,x,x,x,0.005347,,,?,FALSE,FALSE,1306,"1258, 1374",67pm15,1.34E13 pm 3.27E12,45.1pm 2.5,Lya,center is 1316 : VIRIAL AND CUSTOM INCLUDE MISMATCH
PG1001+054,2425,x,0,"('151.08375', '5.21694')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,2425,"2346, 2516",335pm11,1.14E14 pm 5.93E12,40.8pm 2.9,Lya,center is 2431 : NO GALAXIES
PG1001+054,4092,UGC05432,4,"('151.08375', '5.21694444444')","(151.22461, 5.06264)",0.135765655,0.050607942,163.6882845,131.047747,217.2557343,x,4237.9,3995,-97,59.68819618,x,25.8,21.2,34.9,60,77.7,0,x,x,x,E:,E:,0.013326,,,?,TRUE,TRUE,4092,"4020, 4174",222pm10,5.41E13 pm 2.85E12,46.9pm 2.1,Lya,center is 4097
PG1001+054,6840,x,0,"('151.08375', '5.21694')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,6840,"6746, 6916",202pm10,4.72E13 pm 2.67E12,52.3pm 2.5,Lya,center is 6831 : NO GALAXIES
SBS0957+599,2198,x,0,"('150.26083', '59.7375')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,2198,"2123, 2257",146pm15,3.40E13 pm 3.85E12,38.1pm 3.6,Lya,center is 2190 : NO GALAXIES
SBS0957+599,2870,NGC3102,3,"('150.260833333', '59.7375')","(151.13235, 60.10796)",9.23E-09,4.51E-32,108.9386191,54.07593735,456.3740073,x,3241.6,3065,195,45.65661678,x,14.3,12.3,30.7,110,60.1,NGC3102,.L..-*.,0,-99,S0-:,S0-:,0.010224,,,?,FALSE,FALSE,2870,"2800, 2954",246pm15,6.67E13 pm 4.95E12,43.2pm 2.7,Lya,center is 2877 : VIRIAL AND CUSTOM INCLUDE MISMATCH
SBS0957+599,3066,NGC3102,4,"('150.260833333', '59.7375')","(151.13235, 60.10796)",2.39E-08,1.17E-31,108.9386191,54.07593735,456.3740073,x,3241.6,3065,-1,45.65661678,x,14.3,12.3,30.7,110,60.1,NGC3102,.L..-*.,0,-99,S0-:,S0-:,0.010224,,,?,FALSE,FALSE,3066,"2997, 3139",203pm14,4.85E13 pm 4.21E12,46.9pm 2.0,Lya,center is 3068 : VIRIAL AND CUSTOM INCLUDE MISMATCH
SBS0957+599,3273,NGC3102,3,"('150.260833333', '59.7375')","(151.13235, 60.10796)",8.10E-09,3.96E-32,108.9386191,54.07593735,456.3740073,x,3241.6,3065,-208,45.65661678,x,14.3,12.3,30.7,110,60.1,NGC3102,.L..-*.,0,-99,S0-:,S0-:,0.010224,,,?,FALSE,FALSE,3273,"3186, 3356",289pm15,8.75E13 pm 6.04E12,42.3pm 3.7,Lya,center is 3271 : VIRIAL AND CUSTOM INCLUDE MISMATCH
SBS0957+599,7232,x,0,"('150.26083', '59.7375')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,7232,7200 7274,50pm11,1.02E13 pm 2.47E12,26.2pm 2.5,Lya,center is 7237 : NO GALAXIES
SBS0957+599,9469,MCG+10-14-058,2,"('150.260833333', '59.7375')","(150.2715, 59.824)",1.045768855,1.409623601,261.2437815,362.0725231,206.1666703,x,9677.2,9501,32,136.2981995,x,50.8,16.3,71.3,165,18.6,0,x,x,x,x,x,0.031692,,,?,TRUE,TRUE,9469,"9428, 9518",78pm12,1.64E13 pm 2.88E12,31.2pm 4.0,Lya,center is 9473
RX_J1356.4+2515,4762,x,0,"('209.10667', '25.25639')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,4762,"4662, 4874",127pm25,2.66E13 pm 5.43E12,72.5pm 5.1,Lya,center is 4768 : NO GALAXIES
RX_J1356.4+2515,5291,x,0,"('209.10667', '25.25639')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,5291,"5226, 5346",94pm18,2.00E13 pm 4.19E12,39.8pm 2.8,Lya,center is 5286 : NO GALAXIES
RX_J1356.4+2515,7080,UCM1353+2531,1,"('209.106666667', '25.2563888889')","(208.90042, 25.27417)",1.08E-09,5.79E-87,74.22181293,23.48122654,330.1702773,x,7168.6,6895,-185,100.966372,x,8.2,4.4,57.6,x,x,0,x,x,x,x,x,0.023,,,?,FALSE,FALSE,7080,"7030, 7146",81pm18,1.69E13 pm 4.02E12,41.8pm 3.3,Lya,center is 7088 : ONLY 1 GALAXY
RX_J1356.4+2515,8475,CGCG132-055,3,"('209.106666667', '25.2563888889')","(209.03878, 25.19546)",0.32631083,0.352495614,205.9912275,216,190.2105714,x,8944.4,8671,196,125.9781177,x,36,29.5,34.9,20,25.2,0,x,x,x,E/S0,E/S0,0.028923,,,?,TRUE,TRUE,8475,"8402, 8528",126pm18,2.69E13 pm 4.33E12,45.8pm 1.8,Lya,center is 8465
RX_J1356.4+2515,9186,IC4349,4,"('209.106666667', '25.2563888889')","(208.94309, 25.1519)",0.04011607,0.129608473,243.2188215,309.9546935,424.8994018,x,9540.7,9267,81,134.3754189,x,45.8,22.9,60,120,65.2,0,x,x,x,x,x,0.030913,,,?,FALSE,TRUE,9186,"9115, 9243",276pm15,9.15E13 pm 8.51E12,36.2pm 2.3,Lya,center is 9179 : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J1356.4+2515,9285,SDSSJ135625.02+251244.2,4,"('209.106666667', '25.2563888889')","(209.10426, 25.2123)",0.249539746,0.014169315,115.1672169,61.02356102,106.1279653,x,9780.3,9507,222,137.7509251,x,15.5,10.1,49.5,1,1.8,0,x,x,x,Extended Src [SDSS],Extended Src [SDSS],0.031713,,,?,TRUE,FALSE,9285,"9242, 9318",110pm13,2.52E13 pm 3.74E12,29.2pm 1.5,Lya,center is 9280 : VIRIAL VS CUSTOM RESULT MISMATCH
RX_J1356.4+2515,9285,IC4349,4,"('209.106666667', '25.2563888889')","(208.94309, 25.1519)",0.046885198,0.151478418,243.2188215,309.9546935,424.8994018,x,9540.7,9267,-18,134.3754189,x,45.8,22.9,60,120,65.2,0,x,x,x,x,x,0.030913,,,?,FALSE,TRUE,9285,"9242, 9318",110pm13,2.52E13 pm 3.74E12,29.2pm 1.5,Lya,center is 9280 : VIRIAL VS CUSTOM RESULT MISMATCH
SDSSJ091728.60+271951.0,1727,SDSSJ092002.66+282057.4,1,"('139.369166667', '27.3308333333')","(140.01111, 28.3493)",2.00E-88,0,34.48585496,4.436552716,488.4339248,x,1704.1,1496,-231,24.00174856,x,2.7,1.7,52.4,115,85.8,0,x,x,x,x,x,0.004991,,,?,FALSE,FALSE,1727,"1686, 1782",63pm21,1.28E13 pm 4.68E12,37.7pm 3.0,Lya,center is 1734 : ONLY 1 GALAXY
SDSSJ091728.60+271951.0,2028,x,0,"('139.3691667', '27.33083333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,2028,"1989, 2069",96pm17,2.18E13 pm 4.59E12,29.1pm 1.8,Lya,center is 2029 : NO GALAXIES
SDSSJ091728.60+271951.0,5920,x,0,"('139.3691667', '27.33083333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,5920,"5844, 5984",116pm21,2.53E13 pm 4.85E12,43.1pm 4.0,Lya,center is 5914 : NO GALAXIES
SDSSJ091728.60+271951.0,7141,UGC04895,2,"('139.369166667', '27.3308333333')","(139.20608, 27.4896)",0.016575189,0.02225132,204.4092283,212.4100186,408.0127169,x,7279,7073,-68,108.8,x,35.6,18.5,58.7,170,32.4,UGC4895,.S..3..,69.7,163,Sb,Sb,0.023593,,,?,TRUE,TRUE,7141,"7004, 7230",374pm23,9.27E13 pm 7.33E12,76.5pm 2.4,Lya,center is 7117
SDSSJ091728.60+271951.0,7282,UGC04895,2,"('139.369166667', '27.3308333333')","(139.20608, 27.4896)",0.006243132,0.008381076,204.4092283,212.4100186,408.0127169,x,7279,7073,-209,108.8,x,35.6,18.5,58.7,170,32.4,UGC4895,.S..3..,69.7,163,Sb,Sb,0.023593,,,?,FALSE,FALSE,7282,"7230, 7346",279pm14,9.48E13 pm 8.91E12,33.7pm 2.6,Lya,center is 7288 : VIRIAL AND CUSTOM INCLUDE MISMATCH
SDSSJ091728.60+271951.0,8102,x,0,"('139.3691667', '27.33083333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,8102,"8073, 8129",45pm12,9.16E12 pm 2.83E12,21.1pm 1.8,Lya,center is 8101 : NO GALAXIES
SDSSJ091728.60+271951.0,9814,x,0,"('139.3691667', '27.33083333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,9814,"9762, 9874",95pm17,2.01E13 pm 4.00E12,41.7pm 2.1,Lya,center is 9818 : NO GALAXIES
SDSSJ021218.32-073719.8,4756,SDSSJ021315.79-073942.7,5,"('33.07625', '-7.62222222222')","(33.31582, -7.66188)",0.08973205,0.039895449,174.4747724,150.5496164,268.1767084,x,4531.8,4800,44,63.82800065,x,28.3,18.1,50.2,109,9.5,MCG-1-6-70,PSBT1..,40.7,-99,x,x,0.016011,,,?,TRUE,TRUE,4756,"4624, 4804",528pm15,2.24E14 pm 1.62E13,56.7pm 2.9,f:Lya,center is 4714
SDSSJ021218.32-073719.8,4833,SDSSJ021315.79-073942.7,5,"('33.07625', '-7.62222222222')","(33.31582, -7.66188)",0.091652386,0.040749242,174.4747724,150.5496164,268.1767084,x,4531.8,4800,-33,63.82800065,x,28.3,18.1,50.2,109,9.5,MCG-1-6-70,PSBT1..,40.7,-99,x,x,0.016011,,,?,FALSE,TRUE,4833,"4804, 4994",500pm17,2.03E14 pm 1.53E13,58.3pm 2.9,f:Lya,center is 4899 : VIRIAL AND CUSTOM INCLUDE MISMATCH
SDSSJ021218.32-073719.8,5272,SDSSJ021213.91-073501.1,3,"('33.07625', '-7.62222222222')","(33.05798, -7.58364)",1.392378697,0.100284622,88.60557475,34.51109966,52.15765507,x,4978.3,5247,-25,70.1162188,x,10.6,9.5,25.8,155,0.1,0,x,x,x,x,x,0.017501,,,?,TRUE,TRUE,5272,"5216, 5330",123pm17,2.80E13 pm 4.43E12,36.2pm 3.4,f:Lya,center is 5273
