AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
RX_J1503.2+6810,10122,CGCG318-012,1,"('225.81875', '68.16833')","(225.56167, 68.26181)",0.007567,0.03095699,249.7749021,328.4055054,325.4494668,x,9911.8,9765,-357,139.60269,x,47.6,30.5,50.2,135,0.6,0,x,x,x,x,x,0.032573,0.114,SP,TRUE,TRUE,TRUE,10122,"10080, 10170",44pm14,8.89E12 pm 2.98E12,29.4pm 5.1,Lya,center is 10127 : NEEDS TO BE IDENTIFIED : ONLY 1 GALAXY : ONLY 1 GALAXY
PG1302-102,1313,MCG-02-34-006,5,"('196.3875', '-10.55556')","(197.44792, -10.32)",6.33E-05,2.17E-11,132.056154,82.16610615,404.9237794,x,1480.7,1210,-103,21.700001,x,18.9,15.8,33.6,x,x,0,x,x,x,SAB(s)d:       Sy2,SAB(s)d:       Sy2,0.004037,0.2784,SP,FALSE,FALSE,FALSE,1313,"1242, 1394",322pm7,1.22E14 pm 4.52E12,35.8pm 2.4,"Lya, d:Lya","Lya labeled at 1313, d:Lya at 1314, center is 1318 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1302-102,3448,NGC4939,1,"('196.3875', '-10.55556')","(196.05996, -10.33961)",0.01623757,0.049640234,235.4681607,288.883113,264.7658706,x,3381.8,3110,-338,39.118,x,43.7,30.1,46.4,5,61.2,NGC4939,.SAS4..,59.1,10,SA(s)bc        Sy2,SA(s)bc        Sy2,0.010374,0.2784,SP,TRUE,TRUE,TRUE,3448,"3402, 3492",71pm5,1.47E13 pm 1.24E12,29.7pm 2.5,"d:Lya, OVI","marked both d:Lya at 3447 and OVI at 3448 - definitely could be OVI, but there's no OVIb, center is 3447; p : ONLY 1 GALAXY : ONLY 1 GALAXY"
PG1302-102,5683,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,5683,"5635, 5745",46pm6,9.10E12 pm 1.19E12,37.7pm 2.9,"Lya, d:NV","Lya labeled at 5683, d:NV at 5694, center is 5690 : NO GALAXIES : NO GALAXIES"
PG1302-102,5856,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,5856,"5820, 5892",54pm4,1.11E13 pm 9.80E11,24.7pm 1.9,d:Lya,"weak, center is 5856 : NO GALAXIES : NO GALAXIES"
PG1302-102,5972,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,5972,"5945, 5999",29pm4,5.71E12 pm 8.30E11,18.6pm 2.1,d:Lya,"MgII labeled at 5981.5, center is 5972 : NO GALAXIES : NO GALAXIES"
PG1302-102,6092,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,6092,"6026, 6150",37pm6,7.13E12 pm 1.22E12,43.6pm 2.5,d:Lya,"MgII labeled at 6097.3, d:Lya labeled at 6098, center is 6088 : NO GALAXIES : NO GALAXIES"
PG1302-102,6597,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,6597,"6558, 6636",58pm5,1.20E13 pm 1.06E12,26.8pm 1.7,"Lya, d:Lya","Lya labeled at 6597, d:Lya at 6572, AGN-Ol labeled at 6559.6, center is 6597 : NO GALAXIES : NO GALAXIES"
PG1302-102,7576,PKS1302-102:[CPC2008]1027,1,"('196.3875', '-10.55556')","(196.49167, -10.41389)",-99,-99,-99,-99,336.4626924,x,7829.3,7558,-18,110.2720804,x,x,x,x,x,x,0,x,x,x,x,x,0.02521,0.2784,SP,FALSE,FALSE,FALSE,7576,"7542, 7610",37pm4,7.57E12 pm 8.99E11,21.2pm 2.7,"Lya, d:Lya","Lya labeled at 7576, d:Lya at 7573, center is 7576 : ONLY 1 GALAXY : ONLY 1 GALAXY"
PG1302-102,9856,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,9856,"9825, 9885",35pm4,6.98E12 pm 8.36E11,21.5pm 1.8,d:Lya,"d:Lya labeled at 9837, SII labeled 9766, center is 9855 : NO GALAXIES : NO GALAXIES"
SBS1108+560,732,UGC06225,3,"('167.88375', '55.79028')","(167.87904, 55.67411)",1.915057498,1.92393711,228.3555832,270.2492035,29.04206628,x,910.4,699,-33,14.32,x,41.8,9.2,77.3,83,81.7,NGC3556,.SBS6./,75.1,80,SB(s)cd        HII,SB(s)cd        HII,0.002332,0.765,DG,TRUE,TRUE,TRUE,732,"529, 885",1082pm82,2.07E14 pm 3.34E13,136.9pm 2.8,d:Lya,"d:Lya marked at 732, center is 707"
SBS1108+560,929,UGC06225,3,"('167.88375', '55.79028')","(167.87904, 55.67411)",0.524385933,0.526817371,228.3555832,270.2492035,29.04206628,x,910.4,699,-230,14.32,x,41.8,9.2,77.3,83,81.7,NGC3556,.SBS6./,75.1,80,SB(s)cd        HII,SB(s)cd        HII,0.002332,0.765,DG,TRUE,TRUE,TRUE,929,"895, 1017",284pm51,5.69E13 pm 1.78E13,46.1pm 1.8,d:Lya,"d:Lya marked at 929, center is 956"
SBS1108+560,5417,x,0,"('167.88375', '55.79028')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.765,DG,FALSE,FALSE,FALSE,5417,"5408, 5490",150pm40,3.43E13 pm 1.31E13,29.8pm 2.3,d:Lya,"d:Lya marked at 5417, center is 5449 : NO GALAXIES : NO GALAXIES"
PG1216+069,1903,NGC4260,28,"('184.83708', '6.64389')","(184.84267, 6.09868)",0.030795606,0.045486277,208.3540511,221.4224379,384.4546253,x,2255.7,1958,55,40.4,x,36.6,17.6,61.3,45,45.6,NGC4260,.SBS1..,59.9,58,SB(s)a;Sy      LINER,SB(s)a;Sy      LINER,0.006531,0.3313,SP,FALSE,FALSE,TRUE,1903,"1461, 2345",2269pm33,1.11E15 pm 2.79E13,230.0pm 3.6,"d:Lya, Lya","DLA, bit far away, 1125, 1449, 2971, and 3040 Lya and AGN-Ly series markers over nothing, near NGC4260 & many other galaxies, center is 1903; p : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1216+069,3813,SDSSJ121903.72+063342.9,1,"('184.83708', '6.64389')","(184.76552, 6.56194)",0.089562424,2.82E-12,71.06873748,21.36663287,110.1638657,x,4131,3833,20,58.18263304,x,7.7,3.7,61.3,156,64.9,0,x,x,x,x,x,0.012787,0.3313,SP,TRUE,TRUE,FALSE,3813,"3692, 3934",360pm10,9.78E13 pm 3.17E12,62.7pm 2.3,"Lya, d:Lya","Lya labeled at 3775, 3812, d:Lya labeled at 3797, center is 3797 : ONLY 1 GALAXY : ONLY 1 GALAXY"
PG1216+069,5674,x,0,"('184.83708', '6.64389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.3313,SP,FALSE,FALSE,FALSE,5674,"5620, 5756",136pm8,2.92E13 pm 1.85E12,47.4pm 2.3,d:Lya,"d:Lya labeled at 5674, blended with Clll - not likely, there are no other metal lines in this system, center is 5688 : NO GALAXIES : NO GALAXIES"
PG1216+069,7178,x,0,"('184.83708', '6.64389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.3313,SP,FALSE,FALSE,FALSE,7178,"7104, 7252",159pm8,3.69E13 pm 2.08E12,42.1pm 2.4,"Lya, d:Lya","Lya labeled at 7178, d:Lya at 7176, center is 7178 : NO GALAXIES : NO GALAXIES"
IRAS_Z06229-6434,1279,UMaDwarf,1,"('95.78208', '-64.60528')","(158.72, 51.92)",-99,-99,-99,-99,222.4820266,x,1313,1101,-178,0.101,x,x,x,x,x,x,0,x,x,x,dSph,dSph,0.003673,0.1289,SP,FALSE,FALSE,FALSE,1279,"1235, 1325",64pm7,1.31E13 pm 1.59E12,30.3pm 2.3,d:Lya,"center is 1280, only HIPASSJ0608-63 at 1554 km/s with b = 736 kpc : NO GALAXIES : ONLY 1 GALAXY"
IRAS_Z06229-6434,3689,x,0,"('95.78208', '-64.60528')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.1289,SP,FALSE,FALSE,FALSE,3689,"3595, 3755",284pm6,8.98E13 pm 2.51E12,39.0pm 2.6,d:Lya,"center is 3675, no galaxies within 1000 km/s and 800 km/s : NO GALAXIES : NO GALAXIES"
SDSSJ080908.13+461925.6,2281,UGC04260,2,"('122.28375', '46.32389')","(122.78651, 46.4654)",0.000239462,1.89E-35,75.46623913,24.34551293,217.6633981,x,2391,2254,-27,33.299999,x,8.4,3.5,65.2,110,42.2,UGC4260,.I..9*.,24.2,-99,Im:,Im:,0.007519,0.6563,SP,FALSE,FALSE,FALSE,2281,"2228, 2336",85pm12,1.79e13 pm 2.85E12,33.1pm 2.7,d:Lya,"d:Lya marked at 2281, center is 2282 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
SDSSJ080908.13+461925.6,3122,x,0,"('122.28375', '46.32389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.6563,SP,FALSE,FALSE,FALSE,3122,"3040, 3174",207pm12,5.51E13 pm 3.92E12,37.1pm 2.2,d:Lya,"d:Lya marked at 3122, center is 3107. UGC04258 is at correct velocity, but b = 693 kpc : NO GALAXIES : NO GALAXIES"
SDSSJ080908.13+461925.6,3205,x,0,"('122.28375', '46.32389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.6563,SP,FALSE,FALSE,FALSE,3205,"3174, 3272",72pm11,1.49E13 pm 2.57E12,38.3pm 2.0,d:Lya,"d:Lya marked at 3205, center is 3223. UGC04258 is at correct velocity, but b = 693 kpc : NO GALAXIES : NO GALAXIES"
SDSSJ080908.13+461925.6,5977,x,0,"('122.28375', '46.32389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.6563,SP,FALSE,FALSE,FALSE,5977,"5944, 6010",49pm9,1.02E13 pm 1.95E12,23.2pm 2.4,d:Lya,"possibly blended with MgII, center is 5977 : NO GALAXIES : NO GALAXIES"
SDSSJ080908.13+461925.6,6774,SDSSJ080842.74+461828.9,1,"('122.28375', '46.32389')","(122.17811, 46.30809)",0.015245478,3.81E-05,103.0851275,47.95798161,132.6306394,x,7227.2,7092,318,101.791107,x,13.2,10.6,36.9,74,3.8,0,x,x,x,x,x,0.023656,0.6563,SP,TRUE,TRUE,FALSE,6774,"6668, 6864",543pm10,2.55E14 pm 1.41E13,55.9pm 1.8,d:Lya,"d:Lya labeled at 6774, center is 6766. This galaxy is ~500km/s away, and MCG+08-15-040 has correct velocity but b = 734 : NO GALAXIES : ONLY 1 GALAXY"
SDSSJ080908.13+461925.6,6900,SDSSJ080842.74+461828.9,1,"('122.28375', '46.32389')","(122.17811, 46.30809)",0.076003767,0.000189728,103.0851275,47.95798161,132.6306394,x,7227.2,7092,192,101.791107,x,13.2,10.6,36.9,74,3.8,0,x,x,x,x,x,0.023656,0.6563,SP,TRUE,TRUE,FALSE,6900,"6864, 6970",151pm10,3.54E13 pm 2.81E12,38.6pm 2.6,d:Lya,"d:Lya labeled at 6900, center is 6917 : ONLY 1 GALAXY : ONLY 1 GALAXY"
SDSSJ080908.13+461925.6,7117,SDSSJ080842.74+461828.9,1,"('122.28375', '46.32389')","(122.17811, 46.30809)",0.188059407,0.000469453,103.0851275,47.95798161,132.6306394,x,7227.2,7092,-25,101.791107,x,13.2,10.6,36.9,74,3.8,0,x,x,x,x,x,0.023656,0.6563,SP,TRUE,TRUE,FALSE,7117,"7024, 7180",176pm12,4.06E13 pm 3.26E12,50.5pm 3.7,d:Lya,"d:Lya labeled at 7117, center is 7102 : ONLY 1 GALAXY : ONLY 1 GALAXY"
TON1009,1961,NGC2770,4,"('137.27542', '32.60861')","(137.39045, 33.12353)",0.164985741,0.18842187,204.4092283,212.4100186,274.0148385,x,2143.1,1947,-14,29.967,x,35.6,7.3,78.1,x,42.7,NGC2770,.SAS5*.,72.4,148,SA(s)c:,SA(s)c:,0.006494,0.809,RT,TRUE,TRUE,TRUE,1961,"1854, 2048",350pm21,1.05E14 pm 8.11E12,55.0pm3.5,Lya,"Lya labeled at 1961 _ I measure 1951, looks blended"
TON1009,3792,KUG0906+333ANED01,2,"('137.27542', '32.60861')","(137.33077, 33.12324)",2.81E-11,1.19E-51,100.9194509,45.79467218,495.4975368,x,3900.9,3705,-87,54.94195498,x,12.8,5.6,64.1,x,x,0,x,x,x,x,x,0.012359,0.809,RT,FALSE,FALSE,FALSE,3792,"3750, 3832",132pm12,3.44E13 pm 3.81E12,26.3pm 2.5,Lya,Lya labeled at 3792 _ I measure 3791. Ambigous : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
TON1009,4285,IC2439,2,"('137.27542', '32.60861')","(137.16024, 32.59295)",1.206283295,0.802105289,153.4747113,113.9204766,108.5992962,x,4494.8,4299,14,63.30638611,x,23.5,7.5,71.3,30,50.8,MCG6-20-32,.L?....,-99,-99,S0?,S0?,0.01434,0.809,RT,TRUE,TRUE,TRUE,4285,"4200, 4390",343pm17,1.26E14 pm 1.06E13,42.1pm 3.5,Lya,"Lya labeled at 4285 _ I measure 4295, loose galaxy group"
TON1009,7915,x,0,"('137.27542', '32.60861')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.809,RT,FALSE,FALSE,FALSE,7915,"7870, 7960",72pm16,1.49E13 pm 3.66E12,31.5pm 3.1,Lya,"Lya labeled at 7944 _ I see two separate lines, at 7915 & 7995 : NO GALAXIES : NO GALAXIES"
TON1009,7995,x,0,"('137.27542', '32.60861')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.809,RT,FALSE,FALSE,FALSE,7995,"7960, 8030",66pm13,1.45E13 pm 3.16E12,26.0pm 1.4,Lya,"Lya labeled at 7944 _ I see two separate lines, at 7915 & 7995 : NO GALAXIES : NO GALAXIES"
RX_J1330.8+3119,1740,SDSSJ133025.22+304141.9,6,"('202.72167', '31.32556')","(202.60509, 30.69498)",4.16E-74,0,25.0616555,2.216528818,325.6855514,x,2075.2,1799,59,29.22781275,x,1.7,0.8,62.6,105,84,0,x,x,x,Extended Src [SDSS],Extended Src [SDSS],0.006,0.241,DG,FALSE,FALSE,FALSE,1740,"1654, 1810",153pm18,3.35E13 pm 4.54E12,53.7pm 2.3,f:Lya,"f:Lya labeled at 1740, I measure 1732 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J1330.8+3119,2654,x,0,"('202.72167', '31.32556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.241,DG,FALSE,FALSE,FALSE,2654,"2560, 2764",423pm17,1.56E14 pm 1.12E13,49.8pm 2.9,f:Lya,"f:Lya labeled at 2654, center is 2662. This galaxy is tiny, far away, and has no info (phot redshifts also).  : ONLY 1 GALAXY : NO GALAXIES"
RX_J1330.8+3119,2822,x,0,"('202.72167', '31.32556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.241,DG,FALSE,FALSE,FALSE,2822,"2779, 2865",58pm13,1.19E13 pm 2.93E12,36.8pm 3.4,no,"Not marked, possibly weak Lya. This galaxy is tiny, far away, and has no info (phot redshifts also). Center is 2822 : NO GALAXIES : NO GALAXIES"
RX_J1330.8+3119,4839,UGC08496NED02,6,"('202.72167', '31.32556')","(202.5724, 31.33278)",0.080166267,4.80E-06,100.9194509,45.79467218,160.2412903,x,5104.2,4829,-10,71.89071302,x,12.8,6.6,58.7,47,46.2,UGC8496,.S?....,59.1,-99,HII,HII,0.016108,0.241,DG,TRUE,TRUE,FALSE,4839,"4735, 4943",413pm16,1.42E14 pm 9.19E12,51.4pm 2.6,f:Lya,"good. Several other, closer galaxies. Just a bit too ambiguous, center is 4839 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J1330.8+3119,7401,UGC08492,4,"('202.72167', '31.32556')","(202.52721, 31.38811)",0.066729739,0.080559869,204.0128691,211.5156614,335.4060644,x,7689.2,7414,13,108.2987054,x,35.5,34.1,16.2,70,40.6,UGC8492,.S?....,12.2,-99,S0,S0,0.02473,0.241,DG,TRUE,FALSE,TRUE,7401,"7325, 7497",330pm15,1.09E14 pm 7.83E12,45.6pm 2.3,f:Lya,"f:Lya labeled at 7401, center is 7411. Somewhat ambiguous, and totally face on (can't determine azimuth). UGC08498 is b = 580, and is huge : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J1330.8+3119,10180,x,0,"('202.72167', '31.32556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.241,DG,FALSE,FALSE,FALSE,10180,"10046, 10314",817pm13,4.14E14 pm 2.43E13,83.2pm 1.6,f:Lya,"f:Lya labeled at 10191, I measure 10180. I don't have galaxy information out this far : NO GALAXIES : NO GALAXIES"
SDSSJ140428.30+335342.0,1521,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,FALSE,FALSE,FALSE,1521,"1470, 1582",162pm23,4.21E13 pm 7.11E12,30.2pm 3.5,working,center is 1526 : NO GALAXIES : NO GALAXIES
SDSSJ140428.30+335342.0,1717,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,FALSE,FALSE,FALSE,1717,"1634, 1794",349pm24,1.21E14 pm 1.45E13,41.3pm 2.4,working,center is 1714 : NO GALAXIES : NO GALAXIES
SDSSJ140428.30+335342.0,2827,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,FALSE,FALSE,FALSE,2827,"2800, 2856",45pm18,9.51E12 pm 4.13E12,22.3pm 5.3,working,center is 2828 : NO GALAXIES : NO GALAXIES
SDSSJ140428.30+335342.0,4621,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,FALSE,FALSE,FALSE,4621,"4606, 4642",34pm15,7.44E12 pm 3.52E12,11.9pm 4.1,working,center is 4624 : NO GALAXIES : NO GALAXIES
SDSSJ140428.30+335342.0,5769,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,FALSE,FALSE,FALSE,5769,"5712, 5834",314pm21,9.92E13 pm 1.22E13,38.1pm 2.2,working,center is 5773 : NO GALAXIES : NO GALAXIES
SDSSJ140428.30+335342.0,7884,KUG1402+341,2,"('211.11792', '33.895')","(211.12182, 33.95337)",1.390174965,1.420802419,203.6161637,210.6225629,117.5153834,x,8177.5,7919,35,115.175796,x,35.4,12.7,68.9,120,63.2,0,x,x,x,Spiral,Spiral,0.026415,0.549,RT,TRUE,FALSE,TRUE,7884,"7745, 8023",889pm28,2.82E14 pm 2.03E13,93.4pm 1.2,working,center is 7884. SDSSJ140425.82+335552.8 is probably a large satellite galaxy : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J0714.5+7408,1339,UGC03739,3,"('108.65083', '74.13639')","(109.13343, 75.74151)",6.04E-30,0,58.44741601,13.96824971,475.115241,x,1200.5,1120,-219,16.9081605,x,5.8,4.5,38.7,x,x,UGC3739,.I..9*.,39.1,-99,Im:,Im:,0.003736,0.371,SP,FALSE,FALSE,FALSE,1339,"1322, 1374",24pm8,4.64E12 pm 1.66E12,18.7pm 2.7,done,"very weak, center is 1348 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J0714.5+7408,2555,UGC03730NED02,3,"('108.65083', '74.13639')","(108.58467, 73.47342)",4.75E-07,2.84E-19,123.2444344,70.7121701,458.0276725,x,2809.4,2728,173,39.56875494,x,17.1,10.9,50.2,5,3.4,UGC3730,.RING..,58.3,165,Ring,Ring,0.0091,0.371,SP,FALSE,FALSE,FALSE,2555,"2522, 2588",28pm7,5.46E12 pm 1.45E12,23.8pm 3.5,done,"weak, center is 2555 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J0714.5+7408,2649,UGC03730NED02,3,"('108.65083', '74.13639')","(108.58467, 73.47342)",8.59E-07,5.14E-19,123.2444344,70.7121701,458.0276725,x,2809.4,2728,79,39.56875494,x,17.1,10.9,50.2,5,3.4,UGC3730,.RING..,58.3,165,Ring,Ring,0.0091,0.371,SP,FALSE,FALSE,FALSE,2649,"2596, 2714",106pm9,2.26E13 pm 2.12E12,40.0pm 2.0,done,center is 2655 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J0714.5+7408,4074,UGC03717,1,"('108.65083', '74.13639')","(108.31017, 73.84314)",0.119299074,0.129054308,201.6273975,206.1760146,270.6033265,x,4268.8,4188,114,50.35,x,34.9,16.8,61.3,115,82.6,UGC3717,.S..4..,68.7,103,Sbc,Sbc,0.01397,0.371,SP,TRUE,TRUE,TRUE,4074,"4030, 4114",58pm7,1.18E13 pm 1.65E12,29.0pm 2.0,done,center is 4072 : ONLY 1 GALAXY : ONLY 1 GALAXY
RX_J0714.5+7408,4264,UGC03717,1,"('108.65083', '74.13639')","(108.31017, 73.84314)",0.142898354,0.154583331,201.6273975,206.1760146,270.6033265,x,4268.8,4188,-76,50.35,x,34.9,16.8,61.3,115,82.6,UGC3717,.S..4..,68.7,103,Sbc,Sbc,0.01397,0.371,SP,TRUE,TRUE,TRUE,4264,"4164, 4354",410pm9,1.70E14 pm 7.19E12,43.8pm 2.6,done,"very likely Lya, but not yet fully identified, center is 4259 : ONLY 1 GALAXY : ONLY 1 GALAXY"
RX_J0714.5+7408,5317,x,0,"('108.65083', '74.13639')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.371,SP,FALSE,FALSE,FALSE,5317,"5294, 5380",39pm8,7.55E12 pm 1.57E12,37.0pm 1.9,done,"very weak, center is 5337 : NO GALAXIES : NO GALAXIES"
RX_J0714.5+7408,9558,x,0,"('108.65083', '74.13639')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.371,SP,FALSE,FALSE,FALSE,9558,"9562, 9592",14pm4,2.87E12 pm 8.92E11,9.9pm 4.1,done,"very weak, center is 9577 : NO GALAXIES : NO GALAXIES"
PG1121+423,2392,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,2392,"2304, 2424",65pm10,1.29E13 pm 2.06E12,49.1pm 1.6,d:Lya,"d:Lya labeled at 2392, I measure 2364. Nothing with b<500kpc : NO GALAXIES : NO GALAXIES"
PG1121+423,2580,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,2580,"2560, 2648",83pm8,1.79E13 pm 1.86E12,28.7pm 2.8,"d:Lya, Lya","d:Lya labeled at 2599, Lya at 2580, I measure 2604. Nothing with b<500 kpc : NO GALAXIES : NO GALAXIES"
PG1121+423,2700,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,2700,"2650, 2740",50pm8,9.90E12 pm 1.73E12,32.1pm 2.6,d:Lya,"d:Lya labeled at 2700, I measure 2695. Nothing with b<500kpc : NO GALAXIES : NO GALAXIES"
PG1121+423,2976,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,2976,"2937, 3037",64pm8,1.32E13 pm 1.85E12,29.8pm 2.7,"d:Lya, Lya","d:Lya labeled at 2998, Lya at 2976, I measure 2987. Nothing with b<500kpc : NO GALAXIES : NO GALAXIES"
PG1121+423,3138,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,3138,"3098, 3208",50pm9,9.88E12 pm 1.89E12,35.4pm 2.3,"d:Lya, Lya","d:Lya labeled at 3156, I measure 3153. Nothing with b<500kpc : NO GALAXIES : NO GALAXIES"
PG1121+423,4336,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,FALSE,FALSE,FALSE,4336,"4286, 4396",95pm8,2.03E13 pm 1.92E12,34.8pm 2.9,"d:Lya, Lya","d:Lya labeled at 4357, Lya at 4336, I measure 4341. Nothing with b<500kpc : NO GALAXIES : NO GALAXIES"
PG1121+423,7126,SDSSJ112418.74+420323.1,1,"('171.16333', '42.02917')","(171.07809, 42.05642)",0.046100869,0.000207876,104.1603213,49.05205398,129.2311645,x,7628,7374,248,107.436169,x,13.4,5.8,64.5,133,19.7,0,x,x,x,x,x,0.024596,0.234,RT,TRUE,TRUE,FALSE,7126,"7078, 7200",156pm7,3.64E13 pm 1.96E12, 37.7pm 2.2,"d:Lya, Lya","d:Lya labeled at 7144, Lya at 7126, I measure 7139 : NO GALAXIES : ONLY 1 GALAXY"
